w1,w2,space_mean,space_std,space_max,space_min,time_mean,time_std,time_max,time_min,num_mean,num_std,num_max,num_min,tops_mean,fronts_mean,sides_mean,backs_mean,average_efficiency,is_pareto
0.000000,1.000000,0.808152,0.044855,0.934000,0.530000,31.881000,8.029124,62.000000,10.000000,29.993000,5.157029,47.000000,13.000000,0.526057,0.268011,0.195015,0.010917,1.108082,0
0.020408,0.979592,0.811083,0.045320,0.927000,0.573000,32.049000,8.087806,64.000000,6.000000,30.231000,5.138058,47.000000,13.000000,0.529334,0.265635,0.194350,0.010681,1.113393,0
0.040816,0.959184,0.814411,0.044495,0.935000,0.620000,31.777000,8.148452,61.000000,8.000000,30.046000,5.236400,49.000000,13.000000,0.529174,0.266238,0.193766,0.010822,1.114871,1
0.061224,0.938776,0.814441,0.045055,0.914000,0.502000,32.331000,7.855536,60.000000,6.000000,30.323000,5.061884,48.000000,13.000000,0.529376,0.266317,0.193351,0.010956,1.117671,0
0.081633,0.918367,0.815475,0.043306,0.933000,0.627000,32.326000,7.919200,61.000000,12.000000,30.246000,5.009340,47.000000,15.000000,0.529191,0.266710,0.193038,0.011061,1.117935,1
0.102041,0.897959,0.819807,0.045053,0.931000,0.576000,32.501000,7.913659,65.000000,10.000000,30.299000,5.297320,49.000000,17.000000,0.528992,0.266437,0.193494,0.011077,1.122797,0
0.122449,0.877551,0.821486,0.043093,0.948000,0.682000,32.576000,8.085804,64.000000,10.000000,30.663000,5.179134,48.000000,16.000000,0.529158,0.266321,0.193625,0.010897,1.128116,1
0.142857,0.857143,0.820341,0.043867,0.947000,0.598000,32.438000,7.916575,59.000000,10.000000,30.394000,5.157981,47.000000,14.000000,0.529507,0.266404,0.193079,0.011011,1.124281,1
0.163265,0.836735,0.821659,0.042897,0.920000,0.644000,33.120000,8.121182,61.000000,11.000000,30.704000,5.049196,54.000000,16.000000,0.529355,0.266565,0.192942,0.011138,1.128699,0
0.183673,0.816326,0.825875,0.042215,0.931000,0.650000,33.044000,7.957768,58.000000,9.000000,30.800000,5.086846,48.000000,17.000000,0.529393,0.266415,0.193017,0.011174,1.133875,1
0.204082,0.795918,0.825084,0.042268,0.945000,0.655000,33.119000,8.200539,61.000000,9.000000,30.630000,5.231931,52.000000,14.000000,0.529001,0.266494,0.193254,0.011251,1.131384,0
0.224490,0.775510,0.829697,0.040443,0.922000,0.655000,33.872000,8.635833,61.000000,10.000000,31.198000,5.300452,53.000000,17.000000,0.529017,0.266460,0.193125,0.011399,1.141677,0
0.244898,0.755102,0.831001,0.040029,0.952000,0.683000,33.609000,8.312408,63.000000,15.000000,31.110000,5.240983,55.000000,16.000000,0.529104,0.266113,0.193300,0.011483,1.142101,0
0.265306,0.734694,0.830851,0.041891,0.933000,0.682000,33.652000,8.290772,62.000000,10.000000,30.906000,5.092265,50.000000,16.000000,0.528663,0.266147,0.193686,0.011504,1.139911,0
0.285714,0.714286,0.832616,0.040720,0.924000,0.656000,33.609000,8.321666,61.000000,11.000000,31.077000,5.103633,49.000000,16.000000,0.528756,0.266046,0.193627,0.011572,1.143386,1
0.306122,0.693878,0.834996,0.040808,0.941000,0.649000,34.212000,8.298256,64.000000,13.000000,31.383000,5.004229,47.000000,18.000000,0.528649,0.266031,0.193684,0.011635,1.148826,1
0.326531,0.673469,0.839245,0.037275,0.931000,0.699000,34.955000,8.247483,67.000000,15.000000,31.885000,5.261537,56.000000,17.000000,0.528512,0.265832,0.193867,0.011789,1.158095,0
0.346939,0.653061,0.842831,0.039756,0.943000,0.643000,34.580000,8.181174,62.000000,9.000000,31.356000,5.188378,51.000000,15.000000,0.528317,0.265765,0.193978,0.011939,1.156391,1
0.367347,0.632653,0.841746,0.039680,0.940000,0.701000,34.980000,8.280676,61.000000,14.000000,31.475000,5.017308,48.000000,19.000000,0.528072,0.265762,0.194100,0.012066,1.156496,0
0.387755,0.612245,0.843618,0.038432,0.952000,0.691000,35.718000,8.513194,69.000000,12.000000,31.895000,4.885281,49.000000,18.000000,0.527898,0.265837,0.194072,0.012193,1.162568,0
0.408163,0.591837,0.846899,0.038237,0.943000,0.690000,35.575000,8.633329,68.000000,5.000000,31.920000,5.374905,53.000000,17.000000,0.527870,0.265762,0.194081,0.012287,1.166099,1
0.428571,0.571429,0.847591,0.037215,0.949000,0.694000,36.092000,8.660458,66.000000,14.000000,32.292000,5.215049,51.000000,18.000000,0.527760,0.265651,0.194193,0.012397,1.170511,1
0.448980,0.551020,0.849334,0.037512,0.951000,0.683000,36.891000,8.641592,63.000000,13.000000,32.428000,5.179268,51.000000,19.000000,0.527468,0.265688,0.194246,0.012597,1.173614,0
0.469388,0.530612,0.852422,0.036276,0.957000,0.723000,36.398000,8.783029,66.000000,13.000000,32.467000,5.090276,51.000000,17.000000,0.527224,0.265680,0.194351,0.012745,1.177092,1
0.489796,0.510204,0.853923,0.035602,0.945000,0.700000,37.138000,8.391839,65.000000,15.000000,32.687000,5.122600,57.000000,16.000000,0.527065,0.265770,0.194254,0.012910,1.180793,1
0.510204,0.489796,0.857127,0.036725,0.955000,0.719000,37.940000,8.808655,71.000000,15.000000,33.077000,5.122409,51.000000,19.000000,0.526854,0.265735,0.194345,0.013066,1.187897,0
0.530612,0.469388,0.857293,0.036573,0.945000,0.675000,37.229000,8.904862,67.000000,10.000000,32.412000,5.192327,51.000000,16.000000,0.526478,0.265742,0.194540,0.013240,1.181413,1
0.551020,0.448980,0.862308,0.035459,0.948000,0.727000,38.390000,8.715612,67.000000,16.000000,33.063000,5.021656,49.000000,19.000000,0.526013,0.265876,0.194701,0.013410,1.192938,1
0.571429,0.428571,0.865571,0.034430,0.946000,0.703000,38.650000,9.273376,70.000000,12.000000,33.176000,5.233643,53.000000,20.000000,0.525667,0.265853,0.194887,0.013593,1.197331,1
0.591837,0.408163,0.866440,0.034255,0.954000,0.698000,39.647000,9.316351,75.000000,13.000000,33.346000,5.157159,52.000000,16.000000,0.525117,0.265983,0.195063,0.013838,1.199900,1
0.612245,0.387755,0.867460,0.035608,0.953000,0.700000,40.017000,9.503300,82.000000,12.000000,33.670000,5.443629,55.000000,16.000000,0.524702,0.266132,0.195103,0.014063,1.204160,1
0.632653,0.367347,0.871069,0.032520,0.955000,0.711000,40.129000,8.881349,69.000000,17.000000,33.680000,5.087593,51.000000,17.000000,0.524229,0.266284,0.195206,0.014280,1.207869,1
0.653061,0.346939,0.871731,0.033721,0.958000,0.725000,40.489000,9.549130,69.000000,13.000000,33.793000,5.433061,51.000000,18.000000,0.523884,0.266303,0.195335,0.014478,1.209661,1
0.673469,0.326531,0.872305,0.033115,0.964000,0.738000,41.492000,9.431221,77.000000,18.000000,33.890000,5.143724,50.000000,17.000000,0.523409,0.266374,0.195484,0.014733,1.211205,1
0.693878,0.306122,0.876546,0.032382,0.958000,0.744000,41.816000,9.788572,80.000000,13.000000,34.081000,5.354852,53.000000,19.000000,0.522894,0.266439,0.195696,0.014971,1.217356,1
0.714286,0.285714,0.877669,0.033854,0.960000,0.714000,42.179000,9.451929,79.000000,16.000000,33.925000,5.313509,53.000000,20.000000,0.522410,0.266402,0.195971,0.015216,1.216919,1
0.734694,0.265306,0.878283,0.033934,0.973000,0.735000,42.835000,9.968740,78.000000,15.000000,34.200000,5.318646,57.000000,19.000000,0.521916,0.266475,0.196161,0.015447,1.220283,1
0.755102,0.244898,0.882158,0.032557,0.968000,0.764000,43.713000,10.060151,84.000000,18.000000,34.570000,5.412495,51.000000,18.000000,0.521270,0.266626,0.196412,0.015691,1.227858,1
0.775510,0.224490,0.882873,0.033848,0.959000,0.721000,44.656000,10.052744,86.000000,17.000000,34.940000,5.433820,52.000000,18.000000,0.520717,0.266607,0.196726,0.015949,1.232273,0
0.795918,0.204082,0.887625,0.033561,0.975000,0.749000,44.446000,9.877301,79.000000,21.000000,34.534000,5.411547,52.000000,21.000000,0.520224,0.266565,0.196991,0.016220,1.232965,1
0.816327,0.183673,0.885201,0.033002,0.969000,0.759000,45.813000,10.465182,81.000000,13.000000,34.816000,5.408895,54.000000,20.000000,0.519672,0.266608,0.197231,0.016489,1.233361,0
0.836735,0.163265,0.887862,0.033502,0.967000,0.752000,46.721000,10.131987,88.000000,17.000000,34.702000,5.450431,57.000000,20.000000,0.519083,0.266593,0.197547,0.016777,1.234882,1
0.857143,0.142857,0.890088,0.033039,0.966000,0.745000,46.892000,10.305743,93.000000,17.000000,34.967000,5.654017,55.000000,19.000000,0.518462,0.266629,0.197816,0.017094,1.239758,1
0.877551,0.122449,0.891766,0.034065,0.973000,0.748000,48.233000,10.576706,81.000000,16.000000,34.913000,5.443660,52.000000,18.000000,0.517782,0.266654,0.198157,0.017408,1.240896,1
0.897959,0.102041,0.892270,0.032842,0.972000,0.759000,49.050000,10.643284,93.000000,21.000000,34.899000,5.494251,60.000000,20.000000,0.516991,0.266840,0.198420,0.017749,1.241260,1
0.918367,0.081633,0.892840,0.032692,0.964000,0.753000,50.466000,11.398283,96.000000,22.000000,35.165000,5.613179,58.000000,20.000000,0.516163,0.266950,0.198806,0.018080,1.244490,1
0.938776,0.061224,0.897024,0.032273,0.973000,0.775000,52.535000,11.115160,92.000000,19.000000,35.149000,5.396554,52.000000,18.000000,0.515351,0.266988,0.199192,0.018468,1.248514,1
0.959184,0.040816,0.897287,0.032121,0.970000,0.737000,53.897000,11.685221,98.000000,22.000000,34.960000,5.325448,55.000000,20.000000,0.514480,0.266937,0.199663,0.018920,1.246887,1
0.979592,0.020408,0.899639,0.031680,0.969000,0.753000,57.585000,12.563868,100.000000,27.000000,35.314000,5.811661,60.000000,16.000000,0.513423,0.266865,0.200306,0.019406,1.252779,1
1.000000,0.000000,0.899230,0.034206,0.975000,0.769000,61.975000,13.055128,111.000000,27.000000,35.154000,5.592699,55.000000,17.000000,0.512199,0.266718,0.201065,0.020017,1.250770,0
